url	property_type	city	price	bedroom_number	online	living_area	plot_surface	kitchen	terrace_surface	furnished	garden_surface	swimming_pool	frontage_number	building_condition	fireplace_number
https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/9706782	house	Heusden-zolder	375000.0	5	False	224.0	975.0	1	0.0	False	840.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/messelbroek/3272/9692297	house	Messelbroek	399000.0	4	False	200.0	2080.0	2	0.0	False	0.0	False	4	1	0
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/9671426	house	Zwalm	315000.0	5	False	234.0	692.0	1	0.0	False	0.0	False	0	1	0
https://www.immoweb.be/en/classified/house/for-sale/zonhoven/3520/9685140	house	Zonhoven	230000.0	3	False	162.0	233.0	2	0.0	False	0.0	False	3	0	0
https://www.immoweb.be/en/classified/villa/for-sale/grez-doiceau/1390/9694413	villa	Grez-doiceau	1395000.0	6	False	424.0	5436.0	1	0.0	False	0.0	True	4	1	1
https://www.immoweb.be/en/classified/house/for-sale/anderlues/6150/9672111	house	Anderlues	142500.0	2	False	175.0	860.0	0	0.0	False	710.0	False	4	0	0
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/9688082	house	Brakel	222500.0	3	False	149.0	423.0	1	0.0	False	0.0	False	3	0	0
https://www.immoweb.be/en/classified/house/for-sale/zandhoven/2243/9702632	house	Zandhoven	1495000.0	7	False	575.0	3676.0	3	0.0	False	0.0	False	4	2	0
https://www.immoweb.be/en/classified/house/for-sale/hollebeke/8902/9678699	house	Hollebeke	305000.0	3	False	147.0	467.0	1	0.0	False	0.0	False	3	just renovated	0
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/9683346	house	Gent	198000.0	2	False	80.0	80.0	1	0.0	False	0.0	False	0	2	0
https://www.immoweb.be/en/classified/house/for-sale/hasselt/3500/9683272	house	Hasselt	299000.0	3	False	174.0	230.0	1	43.0	False	110.0	False	2	1	0
https://www.immoweb.be/en/classified/house/for-sale/gits/8830/9703847	house	Gits	145000.0	4	False	197.0	0.0	1	0.0	False	0.0	False	2	0	0
https://www.immoweb.be/en/classified/house/for-sale/heusy/4802/9704539	house	Heusy	433288.0	5	False	210.0	459.0	1	24.0	False	0.0	False	3	2	0
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/9678321	house	Torhout	329000.0	5	False	245.0	189.0	1	0.0	False	0.0	False	0	1	0
https://www.immoweb.be/en/classified/house/for-sale/jemappes/7012/9391987	house	Jemappes	124900.0	2	False	121.0	86.0	2	0.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/aiseau-presles/6250/9696795	house	Aiseau-presles	249000.0	3	False	198.0	1030.0	1	0.0	False	0.0	False	3	1	0
